Iterations,VI avg crashes,QL avg crashes
8035,69.8,0
8040,101.8,10
8045,57.1,10
8050,63.8,0
8055,100.2,0
8060,85.9,0
8065,78.6,10
8070,88.8,10
8075,76.8,10
8080,119.7,0
8085,101,0
8090,79.9,10
8095,137.8,0
8100,113.3,0
8105,81.1,0
8110,80.9,0
8115,104.7,10
8120,63.7,10
8125,75.9,0
8130,118.1,0
8135,142,0
8140,73.5,10
8145,52,0
8150,84.8,0
8155,85.6,10
8160,88.7,0
8165,89,0
8170,94.9,10
8175,114.5,0
8180,98.3,0
8185,67.4,10
8190,103.8,10
8195,116,10
8200,98.6,0
8205,117.8,0
8210,82.8,0
8215,127.5,0
8220,127.3,10
8225,96.1,10
8230,103.7,10
8235,73.3,0
8240,127.5,0
8245,131.2,0
8250,81.7,10
8255,105.3,10
8260,60,10
8265,99.9,10
8270,96.5,0
8275,51.6,10
8280,88.1,10
8285,86.2,0
8290,61,0
8295,59.3,0
8300,78.3,10
8305,93.5,10
8310,87.7,10
8315,82.2,0
8320,109.1,0
8325,82.1,10
8330,97.9,0
8335,91.3,10
8340,152.4,10
8345,108.6,10
8350,96.6,10
8355,70.4,10
8360,91.3,10
8365,89.7,0
8370,68.4,0
8375,60,10
8380,110.3,0
8385,109,10
8390,74.2,0
8395,117,0
8400,48.1,0
8405,98.7,0
8410,74.6,10
8415,97.9,10
8420,68.2,0
8425,92.7,10
8430,88.6,10
8435,115.5,10
8440,85.4,0
8445,130.1,10
8450,85.6,10
8455,102.4,0
8460,80.9,0
8465,97.9,0
8470,60.7,0
8475,86.8,0
8480,68.2,10
8485,67.1,10
8490,54.5,10
8495,101.9,10
8500,113.9,10
8505,94.6,10
8510,71.4,0
8515,89.4,0
8520,91.8,0
8525,78.7,10
8530,72.2,0
8535,65.4,10
8540,69.2,0
8545,66.2,10
8550,99.5,0
8555,111.8,0
8560,118.3,10
8565,77.8,10
8570,87.7,10
8575,110.5,0
8580,50.1,0
8585,122.7,10
8590,110.1,0
8595,69.7,10
8600,104.3,10
8605,90,10
8610,94.3,0
8615,75.5,10
8620,92.8,0
8625,101.4,10
8630,101,0
8635,104.6,10
8640,59.6,10
8645,117.2,10
8650,114,0
8655,89.3,0
8660,80.9,10
8665,110,10
8670,86.3,10
8675,112,10
8680,79.8,10
8685,90.8,10
8690,47.4,0
8695,85.5,10
8700,97.2,0
8705,110.5,10
8710,136,0
8715,100.9,0
8720,92.9,0
8725,82.6,10
8730,86.8,10
8735,77.9,0
8740,65,0
8745,79.1,0
8750,115.2,0
8755,134.5,0
8760,96.8,0
8765,100.5,10
8770,85.4,10
8775,123.1,10
8780,74.4,0
8785,99.5,0
8790,85.4,10
8795,94.3,10
8800,57.5,0
8805,116.8,10
8810,143,10
8815,100.3,0
8820,89.5,10
8825,132.4,0
8830,99.1,10
8835,62.8,10
8840,112.5,10
8845,85,10
8850,86.9,0
8855,120,10
8860,65.1,10
8865,63.4,0
8870,128.5,0
8875,90.6,0
8880,84.1,10
8885,77.4,0
8890,92.3,10
8895,96.7,10
8900,55.6,0
8905,89.2,0
8910,96.7,10
8915,91.6,0
8920,99.1,10
8925,106.7,0
8930,104.9,10
8935,79,0
8940,137.6,0
8945,75.6,10
8950,78.9,0
8955,134.3,10
8960,90.9,0
8965,77.3,0
8970,76,10
8975,129.1,0
8980,66.9,0
8985,106,0
8990,76.3,0
8995,73.5,10
9000,84.8,0
9005,76.5,10
9010,78.5,10
9015,85.3,10
9020,87.5,0
9025,73,10
9030,144.4,0
9035,64.7,0
9040,102,0
9045,136.8,0
9050,107.9,10
9055,91.5,10
9060,114.8,10
9065,64,0
9070,101.1,10
9075,74.2,10
9080,65.6,10
9085,110.8,10
9090,72.7,0
9095,71.5,10
9100,92.7,0
9105,78.7,0
9110,69.5,0
9115,121.1,0
9120,85.9,0
9125,72.5,0
9130,104.4,10
9135,80.4,10
9140,92.3,0
9145,74,10
9150,77.8,10
9155,69.6,0
9160,82.5,10
9165,107.1,10
9170,65,0
9175,98.5,0
9180,75.8,0
9185,134.9,10
9190,80.2,0
9195,82.6,10
9200,104.9,10
9205,82.9,10
9210,118.3,10
9215,98.2,10
9220,135.8,10
9225,68.7,10
9230,81.7,0
9235,72.8,10
9240,127.8,10
9245,58.6,10
9250,70.2,10
9255,75.9,0
9260,93.8,10
9265,95.3,10
9270,70.6,0
9275,92.1,0
9280,123.4,0
9285,63.7,0
9290,52.5,0
9295,103.7,0
9300,71.4,0
9305,80.5,0
9310,75.9,10
9315,66.7,10
9320,74.5,0
9325,144.2,0
9330,107.8,0
9335,82.1,10
9340,85.2,0
9345,103.9,0
9350,89.4,0
9355,86.8,10
9360,78.4,0
9365,137.3,10
9370,118.7,0
9375,67.2,10
9380,110.5,0
9385,126.3,10
9390,72.9,10
9395,59,0
9400,62.5,10
9405,120.4,0
9410,90.1,0
9415,102.2,0
9420,90.8,10
9425,114.2,0
9430,100.1,0
9435,55.7,10
9440,139,10
9445,87.3,0
9450,65.8,10
9455,68.8,0
9460,95.3,0
9465,78.5,0
9470,89.9,0
9475,102.7,10
9480,76.7,0
9485,62.3,0
9490,85.7,10
9495,90.1,0
9500,92.7,0
9505,102.9,10
9510,93.7,0
9515,140.8,10
9520,87.8,0
9525,128.1,0
9530,78.9,10
9535,94.7,10
9540,101.7,0
9545,92.1,0
9550,59.5,0
9555,108.4,0
9560,100.7,10
9565,89,0
9570,89.3,0
9575,70.8,0
9580,102.8,10
9585,84.3,10
9590,76.5,10
9595,64.9,10
9600,65.4,0
9605,75.4,10
9610,61.9,10
9615,62.2,10
9620,103.5,10
9625,58,10
9630,104.5,0
9635,56.9,10
9640,75.1,10
9645,73.8,10
9650,75,0
9655,79.1,0
9660,86.3,0
9665,90.5,0
9670,72.2,0
9675,78.8,10
9680,75.8,0
9685,66.7,10
9690,76,0
9695,73.7,10
9700,55.8,10
9705,109.6,10
9710,92.5,10
9715,90.2,0
9720,80,0
9725,103.9,0
9730,72.9,10
9735,75.4,0
9740,82.2,10
9745,98.3,10
9750,73.4,0
9755,115.2,10
9760,86,0
9765,62.1,10
9770,84.5,10
9775,44.1,0
9780,73.1,10
9785,90.7,10
9790,59.4,0
9795,108.5,0
9800,63.3,0
9805,61.3,10
9810,79.9,0
9815,73.4,0
9820,77.6,0
9825,67.1,0
9830,66.7,0
9835,73.5,10
9840,88.7,0
9845,63.1,0
9850,90.8,10
9855,67.8,0
9860,80.1,0
9865,90.1,0
9870,78.6,10
9875,73.2,0
9880,76.1,0
9885,66.9,0
9890,95.3,0
9895,58.1,0
9900,52.1,0
9905,50.7,0
9910,70.9,0
9915,76.7,0
9920,70,0
9925,66.6,0
9930,78.9,0
9935,86.6,0
9940,62.6,0
9945,81.8,0
9950,86.8,0
9955,113,0
9960,54.6,0
9965,78.9,10
9970,81.4,10
9975,76.7,0
9980,79.6,0
9985,46.1,10
9990,70.5,0
9995,104.7,0
10000,66,10
10005,73.5,0
10010,57.5,0
10015,71.6,0
10020,71.9,0
10025,86,0
10030,71.2,0
10035,55.4,0
10040,86.2,0
10045,101.9,0
10050,108.6,0
10055,65.2,10
10060,89.4,10
10065,88.3,0
10070,56.5,10
10075,91.6,0
10080,87.6,10
10085,78.3,0
10090,58.2,0
10095,72.8,10
10100,52.6,10
10105,62.6,0
10110,121.7,0
10115,82.8,0
10120,84.1,0
10125,84.6,10
10130,76.7,0
10135,118.3,0
10140,101.3,0
10145,63.7,0
10150,50.3,0
10155,72.9,0
10160,56.3,10
10165,66.9,10
10170,61.9,0
10175,58.7,10
10180,72.7,0
10185,58.4,0
10190,76.5,10
10195,64.9,0
10200,46.9,0
10205,93.3,0
10210,91.8,10
10215,65.3,0
10220,56.3,10
10225,65.3,0
10230,70,0
10235,68.1,0
10240,60.1,0
10245,61.4,10
10250,61.4,0
10255,69.9,0
10260,93.9,10
10265,58.4,0
10270,73.9,0
10275,92.6,0
10280,94.3,10
10285,105.7,0
10290,74.8,0
10295,68.3,0
10300,104.6,10
10305,133.8,10
10310,88.3,0
10315,75.1,0
10320,60.5,0
10325,98.9,0
10330,75.2,0
10335,69.4,0
10340,72.1,10
10345,45.9,0
10350,51.8,0
10355,72.7,0
10360,72.6,0
10365,67.1,10
10370,65.3,0
10375,110.1,0
10380,53.2,0
10385,64.7,0
10390,71.7,10
10395,86.2,0
10400,62.5,0
10405,99.7,10
10410,87.5,0
10415,65.6,0
10420,52.8,0
10425,86.9,0
10430,68.2,10
10435,51,0
10440,92.8,10
10445,56.5,0
10450,58.8,0
10455,75,10
10460,65.8,0
10465,88.9,0
10470,85.6,10
10475,60.8,0
10480,50.2,0
10485,92.9,0
10490,61.7,0
10495,52.2,0
10500,109.2,0
10505,69,0
10510,76.2,0
10515,79.2,0
10520,73.8,0
10525,88.1,10
10530,70.8,0
10535,65.6,0
10540,93.7,0
10545,129,0
10550,104.7,0
10555,70,0
10560,80.8,10
10565,66.5,10
10570,91.5,0
10575,47.6,0
10580,93.9,10
10585,82.9,10
10590,56.9,10
10595,74.7,10
10600,79.3,0
10605,75.7,10
10610,79.9,0
10615,89.6,10
10620,87.5,0
10625,83.1,10
10630,61.1,0
10635,64.9,0
10640,91.8,0
10645,64.5,0
10650,76.3,10
10655,44.6,10
10660,74.1,0
10665,76.9,0
10670,118.7,10
10675,54.6,0
10680,70.4,0
10685,88.3,10
10690,46.2,0
10695,54.2,0
10700,80.5,0
10705,56.1,0
10710,93.2,10
10715,40.6,10
10720,69,10
10725,64.2,0
10730,42.5,0
10735,75.2,10
10740,96.7,0
10745,72.8,0
10750,89.5,10
10755,97.6,0
10760,89,10
10765,49.9,0
10770,61.8,0
10775,67.5,0
10780,67,0
10785,68.4,0
10790,79,0
10795,68.6,10
10800,76.2,0
10805,54.4,0
10810,74,10
10815,82.2,10
10820,79.9,0
10825,75.8,10
10830,70.2,0
10835,82.5,0
10840,101.5,0
10845,62.4,0
10850,88.5,0
10855,62.7,0
10860,72.5,0
10865,148,0
10870,82.9,0
10875,73,10
10880,62.8,10
10885,77.3,0
10890,72.6,10
10895,54.3,10
10900,87.8,0
10905,90.9,0
10910,87.6,0
10915,87.9,0
10920,78.5,10
10925,87.2,0
10930,102.9,0
10935,121.6,0
10940,95.6,10
10945,102.6,10
10950,72.5,10
10955,79.7,0
10960,39.7,0
10965,83,0
10970,92.4,10
10975,72.5,0
10980,113.7,0
10985,55.8,10
10990,80.9,10
10995,122.3,0
11000,71.3,0
11005,105,0
11010,97,0
11015,77.2,10
11020,90.2,0
11025,63.3,0
11030,101.8,0
11035,79.8,10
11040,65.5,0
11045,78.2,0
11050,94.1,10
11055,70.9,0
11060,54.5,0
11065,71.8,0
11070,70.3,10
11075,95.2,0
11080,92.9,0
11085,105.7,0
11090,72.9,0
11095,80.2,10
11100,75.9,0
11105,63.8,0
11110,66.4,0
11115,57.1,0
11120,85.6,10
11125,73.7,0
11130,87,10
11135,75.9,0
11140,97.7,10
11145,79.1,10
11150,64.2,0
11155,56.6,10
11160,95.4,0
11165,79.3,0
11170,64.3,0
11175,70.6,0
11180,81,10
11185,61.2,0
11190,104.1,0
11195,75,10
11200,58.3,0
11205,65.1,10
11210,46.2,0
11215,59.2,10
11220,62.8,10
11225,63,0
11230,143.6,0
11235,66.1,10
11240,80.7,10
11245,84.9,0
11250,88.1,0
11255,90.9,0
11260,138.5,10
11265,57.4,0
11270,62.7,10
11275,85.6,10
11280,52.8,0
11285,61,0
11290,63.5,0
11295,54.1,0
11300,109.9,0
11305,76.9,10
11310,78.5,0
11315,99.1,0
11320,44.1,10
11325,78.4,0
11330,78.9,10
11335,77.6,0
11340,97.9,0
11345,64.5,0
11350,60.2,0
11355,83.9,0
11360,84.3,10
11365,73.2,0
11370,55.2,0
11375,63,0
11380,102,10
11385,66.4,0
11390,78.9,0
11395,87.7,0
11400,48.8,0
11405,67.3,0
11410,74.2,10
11415,83.8,0
11420,81.4,10
11425,98.9,0
11430,87.8,0
11435,80.6,10
11440,88.4,0
11445,72.9,0
11450,103.3,0
11455,48.2,0
11460,45.7,0
11465,67.3,0
11470,72.2,0
11475,83.7,0
11480,85.2,0
11485,101.7,0
11490,68.8,0
11495,81,10
11500,93.8,0
11505,83.7,0
11510,83.3,0
11515,54.3,10
11520,75.5,10
11525,73.6,0
11530,70.3,0
11535,61.7,10
11540,46.8,10
11545,79.7,0
11550,42.1,0
11555,70.8,10
11560,74.7,10
11565,58.3,0
11570,70.2,0
11575,82,0
11580,61.9,0
11585,81.6,10
11590,43.4,10
11595,69.9,0
11600,46,0
11605,61,10
11610,96.8,0
11615,70.5,0
11620,45.6,0
11625,70.4,0
11630,69.9,0
11635,70.3,0
11640,71.8,0
11645,58.4,10
11650,60.9,0
11655,86.3,0
11660,53.8,0
11665,96.8,0
11670,53,0
11675,83.9,0
11680,41.2,0
11685,86.1,0
11690,75.4,0
11695,102,0
11700,54.9,0
11705,51.3,10
11710,72.7,10
11715,69,10
11720,55.4,0
11725,97.1,0
11730,54.6,10
11735,60.9,0
11740,113.8,0
11745,80.2,10
11750,117.7,10
11755,61.5,0
11760,83.8,10
11765,120.6,10
11770,63.7,0
11775,63.3,10
11780,50.6,10
11785,70.9,0
11790,41.3,0
11795,88.6,10
11800,58.1,0
11805,55,0
11810,65.3,0
11815,82.1,0
11820,69.1,0
11825,65.4,0
11830,72,0
11835,72.6,0
11840,72.2,0
11845,42.4,10
11850,46.9,0
11855,50.9,0
11860,80.7,10
11865,54.5,0
11870,73.3,0
11875,74.7,0
11880,61.5,0
11885,53.8,0
11890,68,0
11895,76.1,10
11900,79.3,0
11905,37.2,10
11910,70.2,0
11915,59.7,0
11920,46.8,0
11925,53.4,0
11930,64.1,0
11935,43.6,0
11940,52.1,10
11945,63.1,0
11950,71.6,10
11955,73.1,0
11960,76.5,0
11965,89.3,10
11970,60.2,0
11975,62.7,0
11980,85.8,0
11985,67.9,0
11990,87.6,0
11995,64.1,0
12000,57.8,0
12005,48.9,0
12010,87.9,0
12015,81.4,0
12020,59.8,0
12025,64.3,0
12030,73.7,0
12035,80.1,10
12040,76.3,0
12045,82.9,0
12050,70.1,0
12055,62.3,0
12060,95.9,10
12065,60,0
12070,69.1,0
12075,64.6,10
12080,97.1,0
12085,64.3,0
12090,76.4,0
12095,58.8,0
12100,90.3,10
12105,63.3,0
12110,69.9,0
12115,86,10
12120,58.8,0
12125,59.4,0
12130,77.4,0
12135,46.7,0
12140,60.8,0
12145,75.2,10
12150,80.2,0
12155,52.2,0
12160,62.3,0
12165,63.3,0
12170,80.8,0
12175,73.3,10
12180,69.3,0
12185,72.6,0
12190,65.7,10
12195,81.1,10
12200,91.7,0
12205,63,0
12210,73.4,0
12215,79,0
12220,69.2,0
12225,94.5,0
12230,59.5,0
12235,93.3,10
12240,72,10
12245,57,0
12250,59.5,0
12255,54.2,0
12260,83.6,0
12265,48.1,10
12270,48.4,0
12275,70.4,0
12280,72.9,10
12285,49,0
12290,53.8,0
12295,55.9,0
12300,96.1,10
12305,65.1,0
12310,65.1,0
12315,73.4,0
12320,58.6,0
12325,60,0
12330,65.1,0
12335,47.1,10
12340,80.7,0
12345,68.5,10
12350,46.1,0
12355,71.4,0
12360,96.7,10
12365,56.7,0
12370,50.2,0
12375,49.8,0
12380,73.7,0
12385,52.9,0
12390,82.6,0
12395,80.2,0
12400,51.3,10
12405,96.5,0
12410,58.9,0
12415,67.4,0
12420,48.2,0
12425,96,0
12430,67.8,0
12435,94,0
12440,53.7,0
12445,85.7,0
12450,86.9,0
12455,65.4,10
12460,81.9,0
12465,69,0
12470,43.7,0
12475,106.9,10
12480,47.7,0
12485,40.8,0
12490,77.8,0
12495,56,0
12500,56.9,0
12505,54.2,0
12510,62.4,10
12515,52.6,10
12520,66.1,0
12525,88.7,0
12530,71.3,10
12535,62.8,10
12540,80.4,0
12545,62.5,0
12550,39.7,0
12555,67.3,0
12560,88,10
12565,52.6,0
12570,81.2,10
12575,63.7,0
12580,64.9,0
12585,57.7,0
12590,62.8,0
12595,42.1,0
12600,57.4,0
12605,85.7,0
12610,83.4,0
12615,55.6,0
12620,54.5,0
12625,54.6,0
12630,73.5,10
12635,53,10
12640,66.9,0
12645,43.4,0
12650,51.8,10
12655,75.2,0
12660,86.2,0
12665,77.1,0
12670,62.2,0
12675,59.7,10
12680,65.3,0
12685,71.9,0
12690,69.5,0
12695,74,0
12700,60.5,0
12705,65.8,0
12710,68.7,0
12715,59.4,0
12720,84.6,0
12725,41.2,10
12730,68.4,0
12735,55.7,10
12740,72.1,0
12745,54.9,0
12750,64.2,10
12755,55.6,0
12760,56.3,0
12765,88.3,0
12770,87.6,0
12775,84.1,0
12780,74.2,0
12785,52.4,10
12790,85.8,10
12795,69.8,0
12800,71.8,10
12805,64.4,0
12810,80.8,0
12815,37.3,0
12820,63.5,0
12825,49.9,0
12830,58.3,0
12835,72.9,0
12840,56.1,10
12845,44.6,0
12850,60,0
12855,91.8,0
12860,78.4,0
12865,63.8,0
12870,72.9,0
12875,74.5,0
12880,90.7,0
12885,68.1,0
12890,88.3,0
12895,68.3,0
12900,53.1,0
12905,61.7,10
12910,68.2,10
12915,77.8,10
12920,63.3,0
12925,49.4,0
12930,55.6,0
12935,59.6,0
12940,66.9,0
12945,74,0
12950,76.8,0
12955,46.8,10
12960,60.6,10
12965,54.3,0
12970,66,10
12975,54.6,10
12980,61.6,0
12985,56.1,0
12990,58,0
12995,65,0
13000,53,0
13005,45.5,0
13010,49.4,10
13015,67.2,0
13020,70.2,10
13025,68.1,0
13030,48.6,0
13035,74.2,0
13040,59.6,0
13045,82.8,0
13050,73.5,0
13055,72.1,0
13060,50.6,10
13065,78.5,10
13070,66.2,10
13075,86.2,10
13080,49,0
13085,53,0
13090,67.7,0
13095,50.2,0
13100,65.5,10
13105,45.4,0
13110,66,10
13115,58.3,0
13120,56.1,0
13125,47.7,0
13130,70.6,0
13135,85.9,0
13140,57.1,0
13145,62.5,0
13150,68.9,0
13155,65.1,0
13160,68,0
13165,68.4,0
13170,95.9,0
13175,76.5,0
13180,60.7,0
13185,71.8,0
13190,97.6,0
13195,68.6,0
13200,71.4,0
13205,65.5,0
13210,85.5,10
13215,52.8,0
13220,49.9,10
13225,57.3,0
13230,52.9,10
13235,63.5,10
13240,43.2,0
13245,63.4,0
13250,76.8,0
13255,70.9,10
13260,78.5,0
13265,68.4,0
13270,62.9,0
13275,70.9,10
13280,68.5,0
13285,59,10
13290,112.8,0
13295,57.4,0
13300,67.2,0
13305,58.8,0
13310,69.5,0
13315,72.5,10
13320,87.9,0
13325,49,10
13330,43.7,0
13335,83.3,10
13340,60.4,0
13345,67.5,10
13350,64.6,10
13355,50.3,0
13360,99.1,0
13365,81.4,0
13370,73.1,0
13375,67.6,0
13380,64.1,0
13385,65.5,0
13390,61.8,0
13395,66.1,0
13400,61,10
13405,87.3,0
13410,55.9,0
13415,53.6,0
13420,50.9,10
13425,43.5,0
13430,38.2,0
13435,58,0
13440,69.3,0
13445,49.9,10
13450,60.8,0
13455,73.6,0
13460,85.5,0
13465,71.5,10
13470,57.5,0
13475,72.2,10
13480,80,10
13485,75.3,10
13490,94.5,0
13495,70,0
13500,44.4,0
13505,81.6,0
13510,52.1,0
13515,61,10
13520,54.3,0
13525,76.8,0
13530,46.2,0
13535,47.4,0
13540,52.9,0
13545,84,0
13550,46.7,0
13555,107,0
13560,54.6,0
13565,68.6,10
13570,58.6,10
13575,56.9,0
13580,70.7,0
13585,60.5,0
13590,82.4,0
13595,67.9,0
13600,55.1,10
13605,92.6,0
13610,70.3,0
13615,80.1,0
13620,77.9,10
13625,49.5,10
13630,65.2,0
13635,61.7,0
13640,40.8,10
13645,68.9,10
13650,76.4,0
13655,70.5,0
13660,42.9,0
13665,59.8,0
13670,54.7,0
13675,78.6,0
13680,50.1,0
13685,86.4,0
13690,42.5,0
13695,84.3,10
13700,49.6,0
13705,44.3,0
13710,70.1,0
13715,44.8,0
13720,61.8,0
13725,65.4,0
13730,71.5,10
13735,55.5,10
13740,54.7,10
13745,77.4,0
13750,110.3,0
13755,71.7,10
13760,69.2,0
13765,80.1,0
13770,78,0
13775,65.1,0
13780,43.6,0
13785,87.4,0
13790,59.3,10
13795,75,0
13800,74.8,0
13805,36,0
13810,112.6,0
13815,60.4,0
13820,67,0
13825,61.8,0
13830,50.3,10
13835,42,0
13840,66.9,0
13845,64.5,0
13850,67.3,10
13855,57.4,0
13860,62.5,0
13865,71,0
13870,86,10
13875,76,0
13880,69.5,0
13885,84.5,0
13890,48,0
13895,69.5,0
13900,64,0
13905,46.3,0
13910,89.8,0
13915,73.9,0
13920,95.6,0
13925,72.2,0
13930,80.9,0
13935,53.4,0
13940,67,0
13945,50.7,0
13950,64.4,0
13955,49.1,10
13960,48.2,0
13965,76.4,10
13970,83.8,10
13975,57.4,0
13980,79.9,0
13985,82.8,0
13990,66.9,0
13995,55.8,0
14000,82.3,0
14005,79.8,0
14010,83.5,10
14015,76.3,10
14020,55.1,10
14025,101.4,10
14030,52.1,10
14035,39.9,0
14040,77.9,0
14045,57.9,0
14050,62.4,0
14055,88.3,0
14060,62.6,0
14065,83.9,0
14070,63.4,10
14075,65.8,0
14080,78.1,0
14085,73.5,10
14090,65.6,0
14095,77.2,0
14100,93.5,0
14105,77.6,10
14110,46.1,0
14115,49.2,0
14120,81.9,0
14125,67.2,10
14130,40.1,0
14135,71.8,0
14140,90.8,0
14145,58.6,10
14150,67.7,0
14155,62.8,0
14160,102.4,0
14165,60.8,0
14170,84.3,0
14175,44.6,0
14180,56.4,0
14185,55.2,0
14190,91.6,0
14195,54.2,10
14200,86,10
14205,96.8,0
14210,65.4,0
14215,50.5,0
14220,47.4,10
14225,94.4,0
14230,68,0
14235,82.6,0
14240,72.7,0
14245,53.3,0
14250,34.8,0
14255,52.7,0
14260,40.4,0
14265,63.6,0
14270,76.2,10
14275,36.1,0
14280,54.5,10
14285,49.9,0
14290,52.7,0
14295,68.3,0
14300,70.2,0
14305,76.7,0
14310,73.3,0
14315,70.6,0
14320,53.1,10
14325,78,10
14330,59,10
14335,66.3,0
14340,67.2,0
14345,56,0
14350,64,0
14355,63.7,10
14360,62.9,0
14365,61.4,0
14370,79.4,10
14375,71.1,0
14380,70.8,0
14385,86.4,0
14390,89,0
14395,71.1,0
14400,70.9,0
14405,58.3,0
14410,65.1,0
14415,80,0
14420,66.5,0
14425,78.8,0
14430,85,0
14435,59.2,0
14440,37.1,10
14445,79.1,0
14450,64.9,0
14455,65.3,0
14460,55.2,0
14465,65.2,10
14470,88.5,0
14475,72.4,0
14480,59.8,0
14485,46.7,10
14490,101.6,0
14495,45.5,0
14500,73.7,0
14505,60.2,0
14510,77.8,0
14515,52.3,10
14520,62.5,0
14525,65.3,10
14530,85.2,0
14535,80.6,0
14540,68.8,0
14545,55.3,0
14550,88.8,10
14555,94.4,10
14560,47.5,10
14565,42.3,10
14570,58.1,0
14575,64.5,0
14580,63.6,0
14585,63.5,10
14590,47,0
14595,66.6,0
14600,62.3,0
14605,84.3,10
14610,48.7,0
14615,102.9,0
14620,106.8,10
14625,93.9,0
14630,87.4,0
14635,63.6,0
14640,72.6,0
14645,79.3,0
14650,51.4,0
14655,64.5,10
14660,70.3,0
14665,87.5,0
14670,82.9,0
14675,78.7,0
14680,72,0
14685,62.2,0
14690,63.4,0
14695,64.5,0
14700,72.2,0
14705,73.2,10
14710,64.1,10
14715,58.1,0
14720,66.9,10
14725,53.5,0
14730,66.9,0
14735,70.6,10
14740,62.4,0
14745,54,0
14750,63.2,0
14755,51.3,0
14760,74.5,0
14765,74.2,10
14770,94,0
14775,51.7,0
14780,86.6,10
14785,63.4,0
14790,69.6,0
14795,47.5,10
14800,72.9,10
14805,45.1,0
14810,77.6,0
14815,79.3,0
14820,78.3,10
14825,70.8,0
14830,78.1,0
14835,58.1,0
14840,87,0
14845,82.5,0
14850,67.2,0
14855,70.3,0
14860,65.7,0
14865,43.7,10
14870,30.1,0
14875,65.9,0
14880,80.9,0
14885,88.4,0
14890,85.3,0
14895,48.1,0
14900,76.7,10
14905,47.2,10
14910,59.6,0
14915,52.5,0
14920,57.9,0
14925,37.9,10
14930,91.4,0
14935,70.7,0
14940,55,0
14945,65,0
14950,91.7,0
14955,106.4,10
14960,64.5,0
14965,44.2,0
14970,52.9,0
14975,46.5,10
14980,37,0
14985,69,10
14990,47.3,10
14995,62,0
15000,63.1,0
15005,69.6,0
15010,79.1,0
15015,55.3,10
15020,56.8,10
15025,47.6,0
15030,69.8,0
15035,46.9,0
15040,73.2,0
15045,58.1,0
15050,67.8,0
15055,73.2,0
15060,55.5,10
15065,57.1,0
15070,67.3,10
15075,51.2,0
15080,66.4,10
15085,76,0
15090,69.9,0
15095,69,10
15100,53.7,0
15105,71,0
15110,65.2,10
15115,55,0
15120,59.9,10
15125,66.1,0
15130,102.8,0
15135,38.8,10
15140,52.4,0
15145,61,0
15150,63.5,10
15155,53.8,0
15160,112.9,0
15165,83.7,0
15170,59.9,0
15175,49.9,0
15180,77.4,0
15185,75.5,10
15190,67.7,0
15195,69.6,10
15200,50.7,0
15205,72.3,0
15210,70,0
15215,91.3,0
15220,86.9,0
15225,68.3,0
15230,79.7,10
15235,102.2,10
15240,90.4,0
15245,71.4,0
15250,55.7,0
15255,34.6,10
15260,65.2,0
15265,118.6,0
15270,56.3,0
15275,71.1,0
15280,56,0
15285,68.1,0
15290,85.4,0
15295,40.9,0
15300,52,0
15305,58.8,0
15310,66.9,0
15315,105.2,0
15320,69.5,0
15325,76.8,0
15330,67,0
15335,91,0
15340,68.7,0
15345,51.4,0
15350,51.9,0
15355,54.2,0
15360,79.5,0
15365,56.2,0
15370,64.9,0
15375,69.9,0
15380,64.6,0
15385,71.4,0
15390,99.7,0
15395,51.9,0
15400,89,0
15405,54.1,0
15410,44.4,0
15415,105.3,0
15420,53,0
15425,65.4,0
15430,63.2,0
15435,63.2,0
15440,85.4,0
15445,66.8,0
15450,111.8,0
15455,83.1,0
15460,71.4,0
15465,43.9,0
15470,76.9,0
15475,97.4,0
15480,94,0
15485,61.5,0
15490,61.1,0
15495,68,0
15500,50.4,0
15505,87.2,0
15510,86.8,0
15515,72,0
15520,75.4,0
15525,59.6,0
15530,63.9,0
15535,71.3,0
15540,80.8,0
15545,86.2,0
15550,99.9,0
15555,60.8,0
15560,80,0
15565,64.6,0
15570,71.1,0
15575,106.5,0
15580,81.4,0
15585,52.9,0
15590,66.8,0
15595,59.4,0
15600,90.7,0
15605,85.9,0
15610,105.2,0
15615,70.8,0
15620,58.3,0
15625,66.9,0
15630,57.9,0
15635,101,0
15640,110.4,0
15645,89.3,0
15650,65.3,0
15655,53.7,0
15660,52.9,0
15665,59.5,0
15670,45.1,0
15675,61.7,0
15680,103.4,0
15685,80.9,0
15690,76.2,0
15695,52.5,0
15700,128.7,0
15705,71.9,0
15710,40.4,0
15715,72.7,0
15720,100.4,0
15725,74.1,0
15730,45.8,0
15735,74.6,0
15740,67.2,0
15745,76.5,0
15750,71.9,0
15755,55.2,0
15760,70.3,0
15765,50.6,0
15770,50.4,0
15775,82.6,0
15780,68.8,0
15785,47.7,0
15790,63.6,0
15795,76.4,0
15800,61.4,0
15805,75.4,0
15810,60.1,0
15815,86.7,0
15820,65.8,0
15825,89.5,0
15830,61.3,0
15835,65.9,0
15840,62.5,0
15845,59.2,0
15850,63.2,0
15855,40.4,0
15860,49.7,0
15865,65.7,0
15870,57.4,0
15875,84.1,0
15880,45.7,0
15885,50.9,0
15890,58.2,0
15895,82.9,0
15900,48.3,0
15905,95.7,0
15910,79.9,0
15915,124.5,0
15920,65.9,0
15925,84.7,0
15930,80.4,0
15935,63.4,0
15940,98.3,0
15945,56.7,0
15950,76.1,0
15955,50.6,0
15960,66.4,0
15965,91.8,0
