300,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
100,100
300,100
100,100
300,100
300,100
100,100
300,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
100,100
300,100
100,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
300,100
300,100
100,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
300,100
100,100
300,100
100,100
100,100
300,100
100,100
300,100
100,100
100,100
100,100
100,100
300,100
100,100
300,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
100,100
300,100
100,100
300,100
100,100
100,100
300,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
300,100
100,100
100,100
300,100
300,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
300,100
300,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
300,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
300,100
300,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
300,100
300,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
300,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
300,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
300,100
100,100
100,100
300,100
300,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
300,100
300,100
100,100
100,100
300,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
300,100
100,100
100,100
100,100
